timestamp,value
2018-02-01 00:02:44.109,0.0
2018-02-01 00:17:44.057,0.0
2018-02-01 00:32:44.000,0.0
2018-02-01 00:47:43.961,0.0
2018-02-01 01:02:43.904,0.0
2018-02-01 01:17:43.870,0.0
2018-02-01 01:32:43.786,0.0
2018-02-01 01:47:43.733,0.0
2018-02-01 02:02:43.702,0.0
2018-02-01 02:17:43.637,0.0
2018-02-01 02:32:43.715,0.0
2018-02-01 02:47:43.546,0.0
2018-02-01 03:02:43.455,0.0
2018-02-01 03:17:43.416,0.0
2018-02-01 03:32:43.389,0.0
2018-02-01 03:47:43.322,0.0
2018-02-01 04:02:43.345,0.0
2018-02-01 04:17:43.213,0.0
2018-02-01 04:32:43.132,0.0
2018-02-01 04:47:43.089,0.0
2018-02-01 05:02:43.046,0.0
2018-02-01 05:17:43.019,0.0
2018-02-01 05:32:42.941,0.0
2018-02-01 05:47:42.873,0.0
2018-02-01 06:02:42.816,0.0
2018-02-01 06:17:42.762,0.0
2018-02-01 06:32:42.729,0.0
2018-02-01 06:47:42.715,0.0
2018-02-01 07:02:42.730,0.0
2018-02-01 07:17:42.592,0.0
2018-02-01 07:32:42.502,0.0
2018-02-01 07:47:42.497,0.0
2018-02-01 08:02:42.402,0.0
2018-02-01 08:17:42.407,0.0
2018-02-01 08:32:42.313,0.0
2018-02-01 08:47:42.271,556.276
2018-02-01 09:02:42.193,539.746
2018-02-01 09:17:42.106,529.71106
2018-02-01 09:32:44.035,524.437
2018-02-01 09:47:42.103,521.886
2018-02-01 10:02:41.990,518.22705
2018-02-01 10:17:41.997,516.566
2018-02-01 10:32:41.891,515.637
2018-02-01 10:47:41.811,512.417
2018-02-01 11:02:41.736,512.272
2018-02-01 11:17:41.689,0.0
2018-02-01 11:32:41.739,0.0
2018-02-01 11:47:41.721,0.0
2018-02-01 12:02:41.675,0.0
2018-02-01 12:17:41.483,0.0
2018-02-01 12:32:41.502,0.0
2018-02-01 12:47:41.426,548.089
2018-02-01 13:02:41.342,531.458
2018-02-01 13:17:41.277,523.46704
2018-02-01 13:32:41.323,518.641
2018-02-01 13:47:41.303,516.10095
2018-02-01 14:02:41.089,514.255
2018-02-01 14:17:41.110,512.711
2018-02-01 14:32:41.092,511.01498
2018-02-01 14:47:41.085,510.27502
2018-02-01 15:02:40.976,508.502
2018-02-01 15:17:40.841,508.223
2018-02-01 15:32:40.830,507.029
2018-02-01 15:47:40.713,508.665
2018-02-01 16:02:40.681,509.21603
2018-02-01 16:17:40.639,507.567
2018-02-01 16:32:40.571,507.65698
2018-02-01 16:47:40.565,506.53302
2018-02-01 17:02:40.466,507.40002
2018-02-01 17:17:40.389,508.03802
2018-02-01 17:32:40.371,508.212
2018-02-01 17:47:40.287,508.60303
2018-02-01 18:02:40.206,0.0
2018-02-01 18:17:40.198,0.0
2018-02-01 18:32:40.144,0.0
2018-02-01 18:47:40.115,0.0
2018-02-01 19:02:40.044,0.0
2018-02-01 19:17:39.973,0.0
2018-02-01 19:32:39.931,0.0
2018-02-01 19:47:39.874,0.0
2018-02-01 20:02:39.813,0.0
2018-02-01 20:17:39.723,0.0
2018-02-01 20:32:39.694,0.0
2018-02-01 20:47:39.653,0.0
2018-02-01 21:02:39.607,0.0
2018-02-01 21:17:39.560,0.0
2018-02-01 21:32:39.481,0.0
2018-02-01 21:47:39.434,0.0
2018-02-01 22:02:39.389,0.0
2018-02-01 22:17:39.338,0.0
2018-02-01 22:32:39.282,0.0
2018-02-01 22:47:39.219,0.0
2018-02-01 23:02:39.155,0.0
2018-02-01 23:17:39.125,0.0
2018-02-01 23:32:39.070,0.0
2018-02-01 23:47:39.004,0.0
