timestamp,value
2018-02-01 00:05:40.855,3215470.0
2018-02-01 00:20:40.814,3215480.0
2018-02-01 00:35:40.768,3215480.0
2018-02-01 00:50:40.675,3215490.0
2018-02-01 01:05:40.637,3215500.0
2018-02-01 01:20:40.574,3215500.0
2018-02-01 01:35:40.531,3215510.0
2018-02-01 01:50:40.499,3215520.0
2018-02-01 02:05:40.433,3215520.0
2018-02-01 02:20:40.414,3215530.0
2018-02-01 02:35:40.343,3215530.0
2018-02-01 02:50:40.269,3215540.0
2018-02-01 03:05:40.231,3215550.0
2018-02-01 03:20:40.198,3215550.0
2018-02-01 03:35:40.121,3215560.0
2018-02-01 03:50:40.082,3215570.0
2018-02-01 04:05:40.096,3215570.0
2018-02-01 04:20:39.977,3215580.0
2018-02-01 04:35:39.917,3215590.0
2018-02-01 04:50:39.941,3215590.0
2018-02-01 05:05:39.827,3215600.0
2018-02-01 05:20:39.774,3215600.0
2018-02-01 05:35:39.713,3215610.0
2018-02-01 05:50:39.676,3215620.0
2018-02-01 06:05:39.626,3215630.0
2018-02-01 06:20:39.619,3215680.0
2018-02-01 06:35:39.554,3215720.0
2018-02-01 06:50:39.495,3215760.0
2018-02-01 07:05:39.424,3215800.0
2018-02-01 07:20:39.374,3215860.0
2018-02-01 07:35:39.323,3215930.0
2018-02-01 07:50:39.278,3216070.0
2018-02-01 08:05:39.215,3216220.0
2018-02-01 08:20:39.159,3216360.0
2018-02-01 08:35:39.117,3216490.0
2018-02-01 08:50:39.092,3216610.0
2018-02-01 09:05:39.009,3216740.0
2018-02-01 09:20:38.953,3216860.0
2018-02-01 09:35:38.944,3216980.0
2018-02-01 09:50:38.922,3217120.0
2018-02-01 10:05:38.816,3217360.0
2018-02-01 10:20:38.765,3217490.0
2018-02-01 10:35:38.713,3217620.0
2018-02-01 10:50:38.657,3217750.0
2018-02-01 11:05:38.672,3217880.0
2018-02-01 11:20:38.556,3217990.0
2018-02-01 11:35:38.510,3218110.0
2018-02-01 11:50:38.511,3218220.0
2018-02-01 12:05:38.416,3218340.0
2018-02-01 12:20:38.389,3218450.0
2018-02-01 12:35:38.329,3218550.0
2018-02-01 12:50:38.250,3218670.0
2018-02-01 13:05:38.202,3218780.0
2018-02-01 13:20:38.163,3218900.0
2018-02-01 13:35:38.101,3219080.0
2018-02-01 13:50:38.061,3219180.0
2018-02-01 14:05:38.017,3219290.0
2018-02-01 14:20:37.968,3219400.0
2018-02-01 14:35:38.066,3219510.0
2018-02-01 14:50:38.189,3219620.0
2018-02-01 15:05:37.832,3219720.0
2018-02-01 15:20:37.765,3219820.0
2018-02-01 15:35:37.712,3219930.0
2018-02-01 15:50:37.672,3220030.0
2018-02-01 16:05:37.607,3220140.0
2018-02-01 16:20:37.561,3220240.0
2018-02-01 16:35:37.508,3220350.0
2018-02-01 16:50:37.459,3220450.0
2018-02-01 17:05:37.399,3220540.0
2018-02-01 17:20:37.357,3220550.0
2018-02-01 17:35:37.297,3220550.0
2018-02-01 17:50:37.249,3220560.0
2018-02-01 18:05:37.207,3220570.0
2018-02-01 18:20:37.155,3220570.0
2018-02-01 18:35:37.107,3220580.0
2018-02-01 18:50:37.072,3220580.0
2018-02-01 19:05:37.006,3220590.0
2018-02-01 19:20:36.943,3220600.0
2018-02-01 19:35:36.903,3220600.0
2018-02-01 19:50:36.855,3220610.0
2018-02-01 20:05:36.795,3220620.0
2018-02-01 20:20:36.755,3220620.0
2018-02-01 20:35:36.692,3220630.0
2018-02-01 20:50:36.653,3220630.0
2018-02-01 21:05:36.603,3220640.0
2018-02-01 21:20:36.561,3220650.0
2018-02-01 21:35:36.502,3220650.0
2018-02-01 21:50:36.449,3220660.0
2018-02-01 22:05:36.401,3220660.0
2018-02-01 22:20:36.357,3220670.0
2018-02-01 22:35:36.304,3220680.0
2018-02-01 22:50:36.235,3220680.0
2018-02-01 23:05:36.189,3220690.0
2018-02-01 23:20:36.149,3220700.0
2018-02-01 23:35:36.097,3220700.0
2018-02-01 23:50:36.045,3220710.0
